0	Car	HK	0-100	KM driven	KM/L	Price	Year	Doors	Motor
8436	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8437	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8438	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8439	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8440	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8441	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8442	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8443	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8444	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8445	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8446	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8447	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8448	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8449	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8450	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8451	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8452	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8453	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8454	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8455	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8456	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8457	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8458	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8459	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8460	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8461	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8462	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8463	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8464	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8465	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8466	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8467	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8468	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8469	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8470	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8471	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8472	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8473	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8474	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8475	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8476	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8477	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8478	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8479	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8480	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8481	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8482	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8483	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8484	Chevrolet Spark	68.0	15.5	120	20.0	34900	2011	5.0	1.0
8485	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8486	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8487	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8488	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8489	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8490	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8491	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8492	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8493	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8494	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8495	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8496	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8497	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8498	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8499	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8500	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8501	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8502	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8503	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8504	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8505	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8506	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8507	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8508	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8509	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8510	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8511	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8512	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8513	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8514	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8515	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8516	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8517	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8518	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8519	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8520	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8521	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8522	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8523	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8524	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8525	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8526	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8527	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8528	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8529	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8530	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8531	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8532	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8533	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8534	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8535	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8536	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8537	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8538	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8539	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8540	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8541	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8542	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8543	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8544	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8545	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8546	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8547	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8548	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8549	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8550	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8551	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8552	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8553	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8554	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8555	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8556	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8557	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8558	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8559	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8560	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8561	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8562	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8563	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8564	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8565	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8566	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8567	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8568	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8569	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8570	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8571	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8572	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8573	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8574	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8575	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8576	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8577	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8578	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8579	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8580	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8581	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8582	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8583	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8584	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8585	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8586	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8587	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8588	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8589	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8590	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8591	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8592	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8593	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8594	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8595	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8596	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8597	Nissan 370Z	331.0	5.5	60	8.9	369900	2011	2.0	3.7
8598	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8599	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8600	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8601	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8602	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8603	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8604	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8605	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8606	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8607	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8608	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8609	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8610	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8611	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8612	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8613	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8614	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8615	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8616	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8617	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8618	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8619	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8620	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8621	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8622	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8623	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8624	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8625	Nissan 370Z	331.0	5.5	60	8.9	369900	2011	2.0	3.7
8626	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8627	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8628	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8629	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8630	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8631	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8632	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8633	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8634	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8635	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8636	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8637	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8638	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8639	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8640	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8641	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8642	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8643	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8644	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8645	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8646	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8647	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8648	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8649	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8650	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8651	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8652	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8653	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8654	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8655	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8656	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8657	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8658	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8659	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8660	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8661	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8662	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8663	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8664	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8665	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8666	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8667	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8668	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8669	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8670	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8671	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8672	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8673	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8674	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8675	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8676	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8677	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8678	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8679	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8680	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8681	Nissan 370Z	331.0	5.5	60	8.9	369900	2011	2.0	3.7
8682	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8683	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8684	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8685	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8686	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8687	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8688	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8689	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8690	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8691	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8692	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8693	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8694	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8695	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8696	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8697	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8698	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8699	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8700	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8701	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8702	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8703	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8704	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8705	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8706	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8707	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8708	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8709	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8710	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8711	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8712	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8713	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8714	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8715	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8716	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8717	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8718	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8719	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8720	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8721	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8722	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8723	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8724	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8725	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8726	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8727	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8728	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8729	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8730	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8731	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8732	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8733	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8734	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8735	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8736	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8737	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8738	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8739	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8740	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8741	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8742	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8743	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8744	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8745	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8746	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8747	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8748	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8749	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8750	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8751	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8752	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8753	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8754	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8755	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8756	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8757	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8758	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8759	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8760	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8761	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8762	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8763	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8764	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8765	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8766	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8767	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8768	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8769	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
8770	Opel Insignia	163.0	9.9	149	22.2	199900	2015	5.0	2.0
8771	Audi A6	313.0	5.3	109	15.6	549800	2013	5.0	3.0
8772	Opel Zafira	165.0	9.8	132	21.3	209900	2013	5.0	2.0
8773	Mercedes A180	122.0	9.1	40	17.9	269900	2013	5.0	1.6
8774	Kia Ceed	115.0	11.5	155	22.7	69900	2011	5.0	1.6
8775	BMW X4	258.0	5.8	52	16.9	649900	2015	5.0	3.0
8776	Mercedes ML320	224.0	8.6	188	10.4	299900	2008	5.0	3.0
8777	BMW 320d	190.0	7.7	59	23.3	369900	2016	5.0	2.0
8778	VW Passat	170.0	8.6	159	19.2	189900	2013	4.0	2.0
8779	VW Golf	100.0	12.5	126	18.9	42900	2002	3.0	1.9
8780	Toyota Avensis	126.0	9.7	193	18.5	94900	2009	4.0	2.0
8781	Ford S	163.0	10.2	149	16.7	179800	2011	5.0	2.0
8782	Porsche Panamera	440.0	4.4	12	12.2	775000	2017	5.0	2.9
8783	Suzuki S	120.0	11.0	62	18.5	169900	2014	5.0	1.6
8784	Kia Venga	90.0	12.9	5	17.9	164900	2017	5.0	1.4
8785	Audi Q5	177.0	9.0	79	16.4	499700	2014	5.0	2.0
8786	Mercedes C200	136.0	9.5	138	20.0	269800	2014	5.0	2.2
8787	Nissan Qashqai	130.0	10.5	40	22.7	269700	2014	5.0	1.6
8788	Ford Grand	115.0	12.3	45	21.7	169800	2014	5.0	1.6
8789	Mazda MX	131.0	8.3	3	16.4	349700	2017	2.0	1.5
8790	Mercedes C200	136.0	9.5	131	18.9	264900	2014	5.0	2.2
8791	Hyundai i10	66.0	14.9	28	21.3	96900	2015	5.0	1.0
8792	Opel Insignia	160.0	9.9	68	19.6	159900	2011	5.0	2.0
8793	Nissan Juke	115.0	10.8	7	17.5	174900	2017	5.0	1.2
8794	Renault Grand	130.0	10.5	81	22.7	149900	2012	5.0	1.6
8795	Opel Astra	136.0	10.1	5	21.7	269900	2017	5.0	1.6
8796	Skoda Fabia	75.0	14.3	62	29.4	94900	2012	5.0	1.2
8797	Opel Insignia	160.0	9.9	110	19.6	159900	2013	5.0	2.0
